   2.5535064e+04   4.4715404e+03   9.9907007e+02   1.6734240e+04   1.6588954e+04
   5.0000000e+04   5.7277514e+03   1.0012694e+03   1.2254897e+04   2.0366378e+04
   1.7421845e+04   2.2636986e+03   1.0069523e+03   2.4401059e+04   1.0000000e+04
   1.7202260e+04   2.0425024e+03   1.0043682e+03   2.5000000e+04   1.0000000e+04
   2.4545088e+04   4.2945849e+03   9.9878026e+02   1.7285676e+04   1.6156696e+04
   4.1975777e+04   5.5321810e+03   1.0005703e+03   1.2965609e+04   1.9775829e+04
   1.9199412e+04   1.0000000e+04   1.0281277e+03   1.2932535e+04   1.6921214e+04
   5.0000000e+04   5.7093858e+03   1.0011309e+03   1.2277617e+04   2.0363651e+04
   3.2357469e+04   1.0000000e+04   1.0255252e+03   8.0660054e+03   2.2003466e+04
   4.3111828e+04   5.5832688e+03   1.0009363e+03   1.2814237e+04   1.9885977e+04
   4.4548235e+04   5.6095642e+03   1.0008429e+03   1.2690412e+04   2.0008059e+04
   5.0000000e+04   7.3647234e+03   1.0144685e+03   1.0079114e+04   2.1182755e+04
   2.1356768e+04   3.4372267e+03   9.9745630e+02   1.9835183e+04   1.4337719e+04
   2.1026872e+04   3.3125257e+03   9.9736400e+02   2.0196921e+04   1.4117024e+04
   2.0570804e+04   3.1270086e+03   9.9691611e+02   2.0735672e+04   1.3813613e+04
   1.7895345e+04   1.6476773e+03   9.4362960e+02   2.5000000e+04   2.5000000e+04
   1.6324792e+04   1.0000000e+04   1.0320100e+03   1.9481983e+04   1.0000000e+04
   5.0000000e+04   5.7452349e+03   1.0013967e+03   1.2233309e+04   2.0369339e+04
   4.6619816e+04   5.6549899e+03   1.0010526e+03   1.2513581e+04   2.0152462e+04
   5.0000000e+04   5.7133943e+03   1.0011640e+03   1.2272638e+04   2.0364056e+04
   5.0000000e+04   5.7091267e+03   1.0011239e+03   1.2277972e+04   2.0363944e+04
   5.0000000e+04   5.7055792e+03   1.0010274e+03   1.2282830e+04   2.0367959e+04
   5.0000000e+04   5.7515574e+03   1.0014424e+03   1.2225507e+04   2.0370445e+04
   3.0556613e+04   5.0453672e+03   1.0000779e+03   1.4842891e+04   1.8131731e+04
   1.7337913e+04   2.1725883e+03   1.0063311e+03   2.4637773e+04   1.0000000e+04
   1.6398134e+04   1.0000000e+04   1.0318068e+03   1.9109193e+04   1.0394757e+04
   1.9942187e+04   3.0822418e+03   9.9728964e+02   2.1078587e+04   1.3433692e+04
   2.0031842e+04   2.8880935e+03   9.9624073e+02   2.1435287e+04   1.3470665e+04
   5.0000000e+04   5.7094001e+03   1.0011313e+03   1.2277598e+04   2.0363635e+04
   3.2863341e+04   5.2026083e+03   1.0003368e+03   1.4283409e+04   1.8606527e+04
   4.8048091e+04   5.6721389e+03   1.0008889e+03   1.2418394e+04   2.0254811e+04
   2.6094377e+04   4.5634554e+03   9.9936875e+02   1.6450333e+04   1.6801651e+04
   2.0987368e+04   3.2969815e+03   9.9732903e+02   2.0241916e+04   1.4090614e+04
   2.7237743e+04   4.7172140e+03   9.9954563e+02   1.5950008e+04   1.7212976e+04
   4.2895674e+04   5.5744510e+03   1.0008238e+03   1.2840246e+04   1.9872048e+04
   3.0763224e+04   5.0610278e+03   1.0000970e+03   1.4787488e+04   1.8179097e+04
   2.8671360e+04   4.8772468e+03   9.9978779e+02   1.5417897e+04   1.7652442e+04
   3.8717061e+04   5.4621536e+03   1.0007542e+03   1.3303550e+04   1.9454484e+04
   2.0679959e+04   3.1724888e+03   9.9703075e+02   2.0603076e+04   1.3885694e+04
   3.9482069e+04   5.4862932e+03   1.0007845e+03   1.3207253e+04   1.9539608e+04
   1.7767666e+04   8.6868646e+03   1.0280546e+03   1.6624116e+04   1.3342580e+04
   2.9752958e+04   4.9788216e+03   9.9996365e+02   1.5072889e+04   1.7939054e+04
   2.5140313e+04   4.4031003e+03   9.9890498e+02   1.6946477e+04   1.6426363e+04
   1.7895345e+04   1.6476773e+03   9.4362960e+02   2.5000000e+04   2.5000000e+04
   5.0000000e+04   5.7372637e+03   1.0013388e+03   1.2243149e+04   2.0367971e+04
   5.0000000e+04   5.7046312e+03   1.0010016e+03   1.2284129e+04   2.0369037e+04
   2.2223668e+04   3.7985763e+03   9.9843433e+02   1.8855351e+04   1.4940979e+04
   1.7428663e+04   2.2715475e+03   1.0070084e+03   2.4381302e+04   1.0000000e+04
   3.3323200e+04   1.0000000e+04   1.0254748e+03   7.9475402e+03   2.2125937e+04
   4.2402377e+04   1.0000000e+04   1.0251783e+03   7.1981889e+03   2.2898762e+04
   2.1882428e+04   3.6199245e+03   9.9786608e+02   1.9304475e+04   1.4679177e+04
   4.2652628e+04   1.0000000e+04   1.0251730e+03   7.1837446e+03   2.2913626e+04
   3.4304598e+04   5.2815168e+03   1.0004632e+03   1.3993614e+04   1.8855372e+04
   1.7895345e+04   1.6476773e+03   9.4362960e+02   2.5000000e+04   2.5000000e+04
   1.7406808e+04   2.2466455e+03   1.0068318e+03   2.4444324e+04   1.0000000e+04
   4.4214859e+04   5.6047767e+03   1.0008933e+03   1.2716683e+04   1.9979441e+04
   3.2592218e+04   5.1846669e+03   1.0002627e+03   1.4344839e+04   1.8558193e+04
   5.0000000e+04   1.0000000e+04   1.0250525e+03   6.8434098e+03   2.3263447e+04
   1.8441915e+04   2.2975922e+03   9.9456226e+02   2.3427469e+04   1.2626542e+04
   1.7433904e+04   1.8858782e+03   9.9337616e+02   2.5000000e+04   1.2347793e+04
   2.2742895e+04   3.8790726e+03   9.9817518e+02   1.8543386e+04   1.5205780e+04
   1.8854093e+04   7.0802473e+03   1.0245391e+03   1.6932165e+04   1.3599515e+04
   2.0447273e+04   1.0000000e+04   1.0274451e+03   1.1778130e+04   1.8134030e+04
   1.9204822e+04   2.6122037e+03   9.9563724e+02   2.2371289e+04   1.2974193e+04
   2.7873734e+04   4.7929677e+03   9.9967747e+02   1.5701148e+04   1.7416014e+04
   1.7357692e+04   2.1932146e+03   1.0064683e+03   2.4582973e+04   1.0000000e+04
   3.8135666e+04   5.4410512e+03   1.0006836e+03   1.3382853e+04   1.9388541e+04
   2.3250155e+04   4.0124881e+03   9.9844312e+02   1.8147083e+04   1.5492150e+04
   2.6100603e+04   4.5628006e+03   9.9931357e+02   1.6449693e+04   1.6807002e+04
   5.0000000e+04   5.7072590e+03   1.0010731e+03   1.2280529e+04   2.0366054e+04
   2.0601597e+04   3.1384891e+03   9.9691129e+02   2.0700831e+04   1.3833755e+04
   1.7412813e+04   2.2534137e+03   1.0068794e+03   2.4427096e+04   1.0000000e+04
   5.0000000e+04   1.0000000e+04   1.0054386e+03   6.0155598e+03   2.5000000e+04
   1.7458490e+04   1.8641666e+03   9.9208833e+02   2.5000000e+04   1.2697847e+04
   1.8615528e+04   2.4672898e+03   9.9560774e+02   2.2962990e+04   1.2587749e+04
   3.6008880e+04   5.3607171e+03   1.0005944e+03   1.3696315e+04   1.9112019e+04
   1.6324792e+04   1.0000000e+04   1.0320100e+03   1.9481983e+04   1.0000000e+04
   2.8336520e+04   4.8433951e+03   9.9975400e+02   1.5532897e+04   1.7555244e+04
   4.4639514e+04   5.6470190e+03   1.0012179e+03   1.2637702e+04   2.0013217e+04
   3.6913439e+04   5.3967705e+03   1.0006318e+03   1.3556478e+04   1.9235392e+04
   3.4058812e+04   1.0000000e+04   1.0254399e+03   7.8641874e+03   2.2212062e+04
   5.0000000e+04   5.6740773e+03   1.0007572e+03   1.2335395e+04   2.0344061e+04
   5.0000000e+04   5.7368055e+03   1.0013355e+03   1.2243715e+04   2.0367893e+04
   5.0000000e+04   5.7086843e+03   1.0011119e+03   1.2278578e+04   2.0364443e+04
   1.6634496e+04   1.0000000e+04   1.0312277e+03   1.8080855e+04   1.1483608e+04
   2.6106951e+04   1.0000000e+04   1.0260593e+03   9.2214603e+03   2.0805174e+04
   5.0000000e+04   5.6359170e+03   1.0007180e+03   1.2401375e+04   2.0302198e+04
   3.1367989e+04   5.1058581e+03   1.0001797e+03   1.4630494e+04   1.8310944e+04
   1.6324792e+04   1.0000000e+04   1.0320100e+03   1.9481983e+04   1.0000000e+04
   5.0000000e+04   5.7103527e+03   1.0011415e+03   1.2276398e+04   2.0363576e+04
   5.0000000e+04   5.7090737e+03   1.0011224e+03   1.2278045e+04   2.0364003e+04
   3.2571739e+04   5.1828463e+03   1.0002180e+03   1.4350157e+04   1.8555074e+04
